#    object_id           flux              mu            shear.g1         shear.g2       image_pos.x      image_pos.y       halo_mass        halo_conc      halo_redshift   
              59   4.87069664e+01   9.83565859e-01   4.31823048e-03   6.54407395e-04   2.76670143e+03   7.21445623e+02   7.00000000e+14   4.00000000e+00   2.50000000e-01
              60   4.87069664e+01   1.01642968e+00   6.04999087e-03   9.69629430e-03   5.43724959e+03   9.70292084e+02   7.00000000e+14   4.00000000e+00   2.50000000e-01
              61   4.87069664e+01   1.02964292e+00  -5.23559031e-03   1.11433854e-02   2.95699916e+03   3.22057492e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
              62   4.87069664e+01   1.02808343e+00   1.24191190e-02   1.27089313e-02   5.36393919e+03   9.49510868e+02   7.00000000e+14   4.00000000e+00   2.50000000e-01
              63   4.87069664e+01   1.00333921e+00  -1.05733617e-02   6.60522276e-03   5.26787788e+03   4.29540757e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
              65   4.87069664e+01   1.02800788e+00  -8.90646069e-03   7.83738573e-03   2.44183798e+03   3.37213014e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
              66   4.87069664e+01   9.91885021e-01   3.33190183e-03  -4.50531272e-03   5.87784092e+03   7.24077471e+02   7.00000000e+14   4.00000000e+00   2.50000000e-01
              67   4.87069664e+01   1.00657795e+00   2.78232760e-03  -2.71425187e-03   3.53072953e+03   8.54912646e+02   7.00000000e+14   4.00000000e+00   2.50000000e-01
              68   4.87069664e+01   9.91010559e-01   1.40499362e-02  -5.54417490e-03   4.74624555e+03   6.69112051e+02   7.00000000e+14   4.00000000e+00   2.50000000e-01
              70   4.87069664e+01   9.77612443e-01  -5.57524729e-03  -1.98965317e-03   1.29098743e+03   2.58890755e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
              71   4.87069664e+01   1.00617858e+00   1.96210257e-02   2.77363099e-03   4.96499633e+03   4.00435892e+02   7.00000000e+14   4.00000000e+00   2.50000000e-01
              72   4.87069664e+01   1.00983288e+00  -3.05259251e-03  -2.65127195e-03   1.12870064e+03   3.90174477e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
              73   4.87069664e+01   1.01958970e+00   8.20301558e-03   7.27218480e-03   4.71639032e+03   3.61423880e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
              74   4.87069664e+01   1.01720445e+00  -1.80560490e-02  -3.74846628e-03   1.18458616e+03   4.25115657e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
              75   4.87069664e+01   9.80427073e-01  -1.28667499e-03  -3.09963130e-03   2.62564230e+03   8.00203808e+02   7.00000000e+14   4.00000000e+00   2.50000000e-01
              77   4.87069664e+01   1.00686430e+00  -1.43683387e-02  -1.20394815e-02   5.81078948e+03   3.46573989e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
              78   4.87069664e+01   1.00627545e+00  -2.77427407e-02   1.95900456e-03   1.35037594e+03   1.39539027e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
              79   4.87069664e+01   1.02242563e+00   5.11284297e-04  -1.44186971e-04   4.62496286e+03   3.00396932e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
              80   4.87069664e+01   1.01054693e+00  -1.04669352e-02  -6.97646332e-03   1.27088458e+03   4.11948690e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
              81   4.87069664e+01   1.04546390e+00  -2.51176776e-03   1.13244279e-02   2.59490913e+03   3.44058059e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
              82   4.87069664e+01   1.02940227e+00  -6.84586757e-03   9.12733340e-03   5.61503866e+03   2.25456461e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
              83   4.87069664e+01   1.02373903e+00  -3.73680015e-03   9.86912930e-03   2.48617692e+03   3.22977916e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
              84   4.87069664e+01   1.02898933e+00  -2.53592275e-03   1.24217146e-02   3.49634521e+03   3.37949139e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
              85   4.87069664e+01   9.85080630e-01  -7.14416848e-03  -8.02004944e-03   6.52434728e+02   2.71133464e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
              86   4.87069664e+01   1.02618086e+00   2.94515123e-04  -6.33772727e-03   2.30245164e+03   1.17868035e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
              87   4.87069664e+01   1.04958806e+00   1.07174543e-02   1.04394021e-02   4.12943938e+03   2.79747394e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
              88   4.87069664e+01   1.03356633e+00   2.62222930e-02   1.12263934e-02   5.16863018e+03   3.96145347e+02   7.00000000e+14   4.00000000e+00   2.50000000e-01
              89   4.87069664e+01   1.00704726e+00  -5.36774126e-04   5.81384725e-05   3.18574855e+03   2.21365315e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
              90   4.87069664e+01   9.74767483e-01   6.27514152e-03  -1.04679947e-02   2.76352472e+03   4.76856554e+02   7.00000000e+14   4.00000000e+00   2.50000000e-01
              91   4.87069664e+01   1.01417502e+00  -1.13076788e-02   7.84220456e-03   5.21614472e+03   4.40042607e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
              93   4.87069664e+01   1.02980466e+00   2.22348228e-02  -1.38932935e-02   4.35330779e+03   3.59171452e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
              94   4.87069664e+01   1.05126888e+00   1.13519013e-02   1.02048604e-02   4.23101914e+03   2.83097299e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
              95   4.87069664e+01   1.03318029e+00   1.51372776e-03  -5.76798478e-03   4.99898901e+03   2.80109241e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
              96   4.87069664e+01   1.02635694e+00   2.72502347e-03   9.97535681e-03   2.65489844e+03   3.81575768e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
              97   4.87069664e+01   1.01580309e+00  -6.86539933e-03   5.75563242e-04   1.07759628e+03   3.05063843e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
              98   4.87069664e+01   1.01386837e+00  -1.72139360e-02   8.26845205e-03   1.27406705e+03   3.14926605e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
              99   4.87069664e+01   1.06211869e+00  -7.94860680e-03   5.70886714e-03   3.77907692e+03   3.20579770e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
             100   4.87069664e+01   9.63325411e-01   5.23757782e-03  -2.29493928e-02   2.66607933e+03   2.33003264e+02   7.00000000e+14   4.00000000e+00   2.50000000e-01
             101   4.87069664e+01   1.03679856e+00  -5.85206526e-05   1.10515395e-02   3.74213870e+03   2.64688916e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
             102   4.87069664e+01   1.01708389e+00  -6.78596798e-03   1.30157966e-02   8.04802778e+02   3.84530277e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
             103   4.87069664e+01   1.02436535e+00   1.71934818e-02  -5.17469149e-03   4.72763563e+03   4.01423494e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
             105   4.87069664e+01   1.02397499e+00   1.20051992e-03  -7.35581816e-03   2.27498926e+03   1.15560615e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
             106   4.87069664e+01   1.01026829e+00  -1.38197564e-02  -3.47964821e-03   3.03988997e+03   1.70268457e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
             107   4.87069664e+01   1.00033070e+00  -4.64081523e-03   1.43684928e-03   5.69849847e+03   9.54068857e+02   7.00000000e+14   4.00000000e+00   2.50000000e-01
             108   4.87069664e+01   9.94497847e-01   1.20822622e-02   1.18262843e-02   5.78407268e+03   1.49953740e+02   7.00000000e+14   4.00000000e+00   2.50000000e-01
             109   4.87069664e+01   9.86614072e-01  -1.45803468e-02  -1.45478449e-02   5.65321960e+03   3.28309806e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
             110   4.87069664e+01   9.92365412e-01  -1.24148579e-02   1.19124187e-02   2.30793080e+03   3.00818451e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
             112   4.87069664e+01   1.01109890e+00   9.86186112e-03   2.75311216e-03   3.77885526e+03   2.73549200e+02   7.00000000e+14   4.00000000e+00   2.50000000e-01
             113   4.87069664e+01   9.85612382e-01  -2.36686265e-02  -3.12132395e-04   1.57249301e+03   1.12993309e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
             114   4.87069664e+01   1.00975242e+00   6.10457059e-03  -6.86861684e-04   4.14791310e+03   3.92718330e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
             115   4.87069664e+01   9.89848978e-01  -8.29294311e-03  -6.15262824e-03   5.62578409e+03   3.76358941e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
             116   4.87069664e+01   1.04178354e+00   4.95428285e-04   4.99220185e-03   3.92358062e+03   2.17486825e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
             117   4.87069664e+01   1.02718865e+00   7.31022595e-03   7.97615933e-03   3.92729499e+03   4.46653668e+02   7.00000000e+14   4.00000000e+00   2.50000000e-01
             118   4.87069664e+01   1.02285092e+00  -8.16274545e-03   3.35859374e-03   3.23879903e+03   1.99280506e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
             119   4.87069664e+01   1.03596496e+00  -7.02660620e-03  -4.58730312e-03   3.86608751e+03   2.02103252e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
             120   4.87069664e+01   9.64996200e-01   2.92415575e-03   2.25702001e-03   3.42672401e+03   1.51105223e+02   7.00000000e+14   4.00000000e+00   2.50000000e-01
             121   4.87069664e+01   1.03581071e+00   1.50370116e-03  -6.12717483e-03   5.20215055e+03   3.36438838e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
             122   4.87069664e+01   9.51246808e-01  -1.59028526e-02   7.15213277e-03   1.57388344e+03   2.19823014e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
             123   4.87069664e+01   9.67606494e-01  -1.16445226e-02   7.37248935e-03   1.87256548e+03   2.60764930e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
             124   4.87069664e+01   1.00423694e+00  -1.63911373e-05  -3.09764950e-03   3.39480050e+03   8.30574922e+02   7.00000000e+14   4.00000000e+00   2.50000000e-01
             126   4.87069664e+01   1.03461367e+00   7.27606084e-03  -4.46668594e-03   5.03982857e+03   3.05403605e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
             127   4.87069664e+01   1.00975121e+00  -1.36516789e-02   4.67856701e-03   5.64729160e+03   1.25030681e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
             128   4.87069664e+01   9.93194987e-01  -6.03268052e-03  -1.08417845e-04   9.05346907e+02   1.83068618e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
             129   4.87069664e+01   9.98740881e-01   8.96943857e-03   2.96685425e-03   3.69029875e+03   2.42253902e+02   7.00000000e+14   4.00000000e+00   2.50000000e-01
             130   4.87069664e+01   1.00375415e+00  -3.30415151e-06  -7.88984631e-04   3.32752194e+03   2.23011433e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
             131   4.87069664e+01   1.00008621e+00  -6.65949243e-04  -4.50028643e-03   5.74098546e+03   2.69570384e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
             132   4.87069664e+01   9.47854700e-01  -1.29683525e-02   2.17512091e-03   8.08001858e+02   6.59656775e+02   7.00000000e+14   4.00000000e+00   2.50000000e-01
             133   4.87069664e+01   9.99151528e-01  -5.18998903e-03   1.28503870e-04   2.36099950e+03   2.62130617e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
             135   4.87069664e+01   1.03104772e+00  -2.27281101e-03   9.12376083e-03   2.41897664e+03   3.70806764e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
             139   4.87069664e+01   9.80659842e-01  -1.93792617e-02   2.91485756e-03   1.55995226e+03   1.04847539e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
             141   4.87069664e+01   1.02700195e+00  -5.62061058e-03   4.74405828e-03   5.32898840e+03   2.66050972e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
             142   4.87069664e+01   1.00466186e+00   1.59382803e-02   2.91670618e-03   4.90114876e+03   1.07107440e+02   7.00000000e+14   4.00000000e+00   2.50000000e-01
             143   4.87069664e+01   1.08899535e+00   7.22035089e-03   1.37016305e-02   4.40646190e+03   2.06206191e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
             144   4.87069664e+01   9.73913310e-01   7.77610525e-03  -3.51271555e-05   5.08557990e+03   3.88353774e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
             145   4.87069664e+01   1.05945917e+00  -7.35207550e-03  -1.23252438e-02   2.23955994e+03   1.52062688e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
             146   4.87069664e+01   9.51793787e-01  -2.12575791e-02   4.00335005e-03   1.50478198e+03   1.84138537e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
             147   4.87069664e+01   1.04114081e+00   1.64935000e-03   1.85986179e-02   4.62973266e+03   1.24465936e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
             148   4.87069664e+01   9.98750817e-01   1.03225218e-02  -1.87543334e-03   2.89384614e+03   6.17903625e+02   7.00000000e+14   4.00000000e+00   2.50000000e-01
             149   4.87069664e+01   1.00993248e+00  -3.37472230e-03  -1.60259743e-03   3.68209267e+03   2.17115077e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
             150   4.87069664e+01   1.02679972e+00  -4.95176374e-03   4.59722122e-03   5.33535033e+03   2.68743678e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
             151   4.87069664e+01   1.04822077e+00  -3.37088274e-03  -8.93964684e-04   4.27220362e+03   1.52994750e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
             152   4.87069664e+01   1.00437807e+00  -1.55644475e-02   5.79904806e-03   5.37908064e+03   4.46150636e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
             153   4.87069664e+01   1.02867932e+00   1.93242802e-02   1.08095481e-02   4.81617894e+03   9.08649116e+02   7.00000000e+14   4.00000000e+00   2.50000000e-01
             154   4.87069664e+01   9.89717724e-01  -8.60858582e-03  -3.17455490e-03   1.43895601e+03   3.89017953e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
             156   4.87069664e+01   1.05428844e+00   1.97112447e-02  -4.37773488e-03   4.50242039e+03   4.04954809e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
             157   4.87069664e+01   9.96129248e-01   3.31770594e-03   3.34327753e-03   2.80214600e+03   8.11459812e+02   7.00000000e+14   4.00000000e+00   2.50000000e-01
             158   4.87069664e+01   1.00427320e+00   2.14463584e-03  -7.19295767e-04   3.21299255e+03   3.66280113e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
             159   4.87069664e+01   9.65862318e-01  -1.13849894e-02   9.94617134e-03   1.75827855e+03   2.42365595e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
             160   4.87069664e+01   1.00345545e+00  -2.66628226e-02  -5.44873383e-03   6.95423314e+02   1.23719674e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
             161   4.87069664e+01   9.76423750e-01   8.44698393e-04   3.82624656e-03   2.17068912e+03   2.17477525e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
             163   4.87069664e+01   1.00354849e+00   2.25170849e-04  -7.83925971e-04   3.30178718e+03   2.25075979e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
             164   4.87069664e+01   1.02492752e+00   2.54127528e-03  -2.25282689e-03   4.90937934e+03   3.24397475e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
             166   4.87069664e+01   9.55831906e-01   6.27593272e-03   1.09622427e-03   3.41118983e+03   1.65228335e+01   7.00000000e+14   4.00000000e+00   2.50000000e-01
             167   4.87069664e+01   9.70437935e-01   4.48408294e-03   1.06681479e-02   1.58069616e+03   4.11191301e+02   7.00000000e+14   4.00000000e+00   2.50000000e-01
             168   4.87069664e+01   9.92754276e-01   6.24645480e-03   1.08869984e-02   6.04043369e+03   4.42851346e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
             169   4.87069664e+01   9.66749960e-01   6.41021774e-03  -1.55536540e-03   5.17935702e+03   3.96985133e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
             170   4.87069664e+01   1.01223944e+00   2.71753327e-03  -2.80265043e-03   2.95394645e+03   2.22644614e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
             171   4.87069664e+01   9.98643607e-01  -9.19248021e-03  -1.21573108e-02   6.65019541e+02   2.85782724e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
             172   4.87069664e+01   1.02590578e+00  -1.02565359e-02  -7.51836745e-03   3.70356350e+03   1.97183522e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
             173   4.87069664e+01   1.02463820e+00  -1.41974411e-03  -4.28112168e-03   3.63416995e+03   1.39642314e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
             174   4.87069664e+01   1.00311435e+00   1.48445325e-02   5.70561235e-03   4.02760852e+03   6.83521942e+02   7.00000000e+14   4.00000000e+00   2.50000000e-01
             175   4.87069664e+01   1.03082720e+00  -5.83441054e-03   5.43704861e-03   3.21284455e+03   4.25561384e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
             176   4.87069664e+01   1.02788830e+00  -5.40842857e-03   7.36296568e-03   2.37944607e+03   3.66978641e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
             177   4.87069664e+01   9.79864968e-01   1.88467592e-02   1.73657642e-03   4.07422284e+03  -1.48451550e+01   7.00000000e+14   4.00000000e+00   2.50000000e-01
             178   4.87069664e+01   1.01290991e+00  -6.34385382e-03   1.00173267e-02   8.24850402e+02   3.94579475e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
             181   4.87069664e+01   1.06932264e+00   6.65787068e-03   1.40230813e-02   4.77607070e+03   1.93710161e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
             183   4.87069664e+01   1.01083445e+00   1.12490705e-02  -2.01970783e-03   2.99560479e+03   6.26660947e+02   7.00000000e+14   4.00000000e+00   2.50000000e-01
             184   4.87069664e+01   9.90851103e-01   1.50182473e-02  -2.13556582e-03   3.67912565e+03   9.01309671e+01   7.00000000e+14   4.00000000e+00   2.50000000e-01
             185   4.87069664e+01   1.01123565e+00  -4.21391667e-03  -1.04189158e-02   3.24335338e+03   1.32261651e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
             187   4.87069664e+01   1.03545115e+00   1.09528989e-03   1.08770770e-02   2.59546592e+03   3.25733679e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
             188   4.87069664e+01   1.00957587e+00  -2.63919573e-03  -9.90945093e-04   3.41524803e+03   2.12387568e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
             189   4.87069664e+01   9.65306485e-01  -1.33099199e-02   2.92131881e-03   1.47506306e+03   2.45222046e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
             191   4.87069664e+01   1.01411016e+00   6.51142813e-03  -2.25948777e-04   3.95391442e+03   3.48689477e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
             192   4.87069664e+01   1.00298671e+00  -6.90858471e-03  -7.07320677e-03   1.32885800e+03   4.02845413e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
             193   4.87069664e+01   1.03624392e+00   2.50226048e-02   1.10910882e-02   5.45138955e+03   1.52948457e+02   7.00000000e+14   4.00000000e+00   2.50000000e-01
             195   4.87069664e+01   1.00279981e+00   2.15731960e-03   1.50679260e-02   5.86331043e+03   4.17651826e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
             196   4.87069664e+01   9.87082978e-01  -1.48039819e-03  -1.87515959e-02   5.87568111e+03   3.00364050e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
