#    object_id           flux              mu            shear.g1         shear.g2       image_pos.x      image_pos.y       halo_mass        halo_conc      halo_redshift   
            1400   4.87069664e+01   9.83508334e-01  -7.47036802e-03  -5.20159390e-03   6.40940444e+03   2.62180073e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1401   4.87069664e+01   9.80069082e-01  -1.06419318e-02   9.01359596e-03   4.91151598e+02   6.62212258e+00   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1402   4.87069664e+01   9.75338283e-01   1.71485097e-03   1.21376678e-03   5.19497303e+03   4.10323090e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1404   4.87069664e+01   9.92979749e-01  -3.83984492e-03  -4.43107520e-03   5.99356334e+03   1.46169372e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1405   4.87069664e+01   1.03940836e+00   2.81140530e-02   1.64227052e-02   5.15982116e+03   5.31437622e+02   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1408   4.87069664e+01   9.93889507e-01   9.96674210e-03   1.04488439e-02   4.69328164e+03   9.81309468e+01   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1410   4.87069664e+01   1.08225680e+00   2.82286270e-03   1.05332080e-02   4.23015252e+03   2.03269628e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1411   4.87069664e+01   1.00911534e+00  -2.91770424e-02   9.67845481e-04   1.84054581e+03   3.25619753e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1414   4.87069664e+01   1.01784393e+00  -1.50860231e-02   1.19978131e-03   1.30027627e+03   3.61851366e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1415   4.87069664e+01   1.02951807e+00  -5.44212546e-03   1.13049150e-02   2.96133583e+03   3.22989032e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1416   4.87069664e+01   9.75663559e-01   5.50075777e-03  -3.73442358e-03   2.75866108e+03   6.02204727e+02   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1418   4.87069664e+01   1.02431791e+00  -1.19687152e-03  -4.20208134e-03   2.37040065e+03   1.16596948e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1419   4.87069664e+01   1.01159522e+00  -1.03247111e-02   9.67189500e-03   6.88179771e+02   3.98336527e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1421   4.87069664e+01   1.01560702e+00   6.11971661e-03   9.58255404e-03   3.76305945e+03   4.86178540e+02   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1422   4.87069664e+01   9.73345938e-01  -1.00339726e-02   2.07166097e-03   1.43477119e+03   2.65630670e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1423   4.87069664e+01   1.00301249e+00   2.63556746e-02  -1.80677580e-03   2.12400688e+03   2.99991035e+02   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1424   4.87069664e+01   1.04382637e+00   2.40987656e-06   1.18775686e-02   2.65495026e+03   3.36322080e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1425   4.87069664e+01   1.05049676e+00   1.90408951e-02  -2.21773652e-03   4.39854451e+03   3.97035664e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1426   4.87069664e+01   1.01990294e+00   9.42555173e-03   9.56824287e-04   3.57442585e+03   3.85625468e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1428   4.87069664e+01   9.88152689e-01   4.46448044e-03  -4.26048251e-03   1.90624812e+03   8.72684160e+02   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1430   4.87069664e+01   1.00269266e+00  -4.10304071e-03  -1.66812622e-02   5.99065806e+03   3.15192208e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1431   4.87069664e+01   1.03166229e+00   1.48790137e-02   1.38349636e-02   5.34198468e+03   9.32148885e+02   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1433   4.87069664e+01   1.00624949e+00  -2.65230978e-02  -1.02194918e-02   3.09123210e+02   3.83671922e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1436   4.87069664e+01   1.02438849e+00  -1.10990043e-02  -8.91777785e-03   2.75713611e+03   1.71644482e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1437   4.87069664e+01   1.03802751e+00   1.17410430e-02  -1.59865361e-02   4.76832876e+03   4.37815846e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1438   4.87069664e+01   1.01935785e+00   6.16078462e-03   1.07580636e-02   2.54626747e+03   4.00903219e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1439   4.87069664e+01   1.00318969e+00  -1.60453669e-03  -2.19825304e-03   5.69243672e+03   2.70092316e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1440   4.87069664e+01   1.02601561e+00  -9.12101174e-03   6.65677564e-03   5.47434665e+03   1.26765708e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1441   4.87069664e+01   1.01703673e+00  -1.07660661e-02  -7.23953514e-03   6.64477120e+03   4.05031317e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1442   4.87069664e+01   1.02315478e+00  -1.17023024e-03  -1.21536947e-02   4.03094301e+03   1.29026084e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1443   4.87069664e+01   9.93366334e-01   6.31287373e-03  -3.88526133e-03   5.69516606e+03   6.77980092e+02   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1445   4.87069664e+01   9.99238255e-01  -3.02623355e-03  -1.13654395e-02   5.29299887e+03   3.66687874e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1446   4.87069664e+01   1.00622235e+00   6.41728957e-05  -5.24609719e-04   3.50984924e+03   7.07321929e+02   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1447   4.87069664e+01   1.02369317e+00   1.10776440e-03  -6.74380122e-03   3.80800310e+03   1.30916138e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1448   4.87069664e+01   1.00241930e+00  -7.57287788e-04  -1.58877819e-04   3.42880613e+03   2.35658076e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1449   4.87069664e+01   1.02127324e+00  -1.27702985e-03  -5.10100333e-03   3.23005078e+03   3.94674925e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1450   4.87069664e+01   1.03128832e+00  -1.10896519e-02   1.20572582e-02   3.31602588e+03   3.25954729e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1451   4.87069664e+01   9.71752042e-01  -9.49262879e-03  -7.19783881e-03   8.79791306e+00   8.54413545e+02   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1452   4.87069664e+01   1.00029240e+00  -7.54810882e-03  -6.78604384e-03   1.38129404e+03   4.02189304e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1453   4.87069664e+01   1.06554070e+00   2.71288259e-03   1.00805592e-03   4.16193999e+03   3.13067110e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1455   4.87069664e+01   9.87985583e-01  -1.54915983e-02   9.48054757e-03   1.33467407e+03   9.41926885e+02   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1456   4.87069664e+01   9.75985606e-01  -2.57446980e-02   9.11576600e-04   8.54355732e+02   8.42568600e+02   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1457   4.87069664e+01   9.72609520e-01   1.43570766e-02  -3.89413234e-03   4.18925649e+03   8.49754059e+02   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1460   4.87069664e+01   9.71710779e-01  -1.15743137e-02   1.00705492e-02   1.84928910e+03   1.96550731e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1461   4.87069664e+01   9.95971976e-01  -1.23112152e-02  -7.31843080e-03   6.50724257e+03   1.97253741e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1462   4.87069664e+01   1.00825434e+00   3.22123301e-03  -4.53240606e-03   3.23909563e+03   3.78437980e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1463   4.87069664e+01   1.01383004e+00  -2.86535635e-03   1.03341138e-03   5.42137963e+03   2.85268231e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1464   4.87069664e+01   1.02573182e+00  -6.03595940e-03   5.76249157e-03   5.35923956e+03   2.65480971e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1465   4.87069664e+01   1.00203363e+00   1.36218863e-02  -1.25339670e-02   2.10384456e+03   8.10173512e+02   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1466   4.87069664e+01   9.97025026e-01  -1.53525689e-02   3.05780258e-03   2.35047183e+02   1.61934699e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1467   4.87069664e+01   1.01368878e+00  -1.13235675e-02  -1.19027147e-03   5.96210949e+03   3.69906056e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1468   4.87069664e+01   1.04963201e+00   2.85321539e-02   2.07123047e-02   5.19226670e+03   7.37029541e+02   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1469   4.87069664e+01   1.08249342e+00   4.60582780e-03   2.05924740e-02   4.73657551e+03   1.81921325e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1470   4.87069664e+01   1.09322378e+00   5.63207916e-03   1.70482898e-02   4.52963219e+03   1.91863078e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1471   4.87069664e+01   9.78694836e-01  -6.06210599e-03  -5.48818536e-03   6.35802633e+03   2.66655086e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1472   4.87069664e+01   1.02819393e+00  -1.17341999e-02   4.71886640e-03   3.21784656e+03   3.02033500e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1474   4.87069664e+01   1.01703601e+00   9.77996594e-03  -5.88831255e-04   4.03396795e+03   1.98381245e+02   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1475   4.87069664e+01   9.89907267e-01  -1.00561983e-02  -1.08094110e-02   6.55156395e+03   2.05376840e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1476   4.87069664e+01   1.00967431e+00  -4.50745697e-03   1.54216652e-02   2.18682194e+03   4.42309657e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1477   4.87069664e+01   1.01784863e+00  -1.87775105e-02  -6.97567206e-03   3.87854324e+02   4.07089760e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1479   4.87069664e+01   1.05946182e+00   8.22484894e-03   1.30011364e-02   5.24549330e+03   1.18757974e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1480   4.87069664e+01   1.02673299e+00  -5.23816371e-03   2.53648094e-03   2.58301227e+03   1.39639040e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1481   4.87069664e+01   1.01067022e+00  -3.20402393e-03  -3.06102541e-04   1.06643932e+03   3.92445896e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1482   4.87069664e+01   1.01000463e+00  -8.73677116e-03   6.87978569e-03   5.57980863e+03   1.10323213e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1483   4.87069664e+01   9.87941029e-01  -1.78118457e-02  -3.52477012e-04   2.06555626e+03   3.67631178e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1484   4.87069664e+01   1.00210325e+00  -2.02147399e-02   3.60101944e-03   5.34183325e+01   1.10364133e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1486   4.87069664e+01   9.80017647e-01  -1.40856442e-02   4.66598162e-03   1.57495541e+03   2.83628012e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1488   4.87069664e+01   1.03064282e+00  -6.70212065e-03   4.62878398e-03   5.65842553e+03   2.13932257e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1489   4.87069664e+01   9.46844665e-01  -2.56989353e-03   8.55117093e-03   6.41151685e+03   4.43581656e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1490   4.87069664e+01   1.05363026e+00   1.30713405e-02   1.13607751e-02   4.19288501e+03   2.53867269e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1491   4.87069664e+01   1.04691940e+00   2.64878941e-02   1.58917281e-02   5.31556839e+03   4.80029084e+02   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1492   4.87069664e+01   1.01910175e+00  -8.59282257e-03  -5.56187965e-03   5.37846262e+03   1.64164618e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1493   4.87069664e+01   1.00174595e+00  -1.42591431e-02   5.23570625e-04   1.37951677e+03   3.69348988e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1495   4.87069664e+01   1.01020172e+00  -1.56344285e-02   7.69380502e-03   1.26941582e+03   3.10248126e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1496   4.87069664e+01   9.91847367e-01  -1.63963159e-02  -1.36898578e-02   5.55058512e+03   3.53763705e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1499   4.87069664e+01   1.02378051e+00   6.84935882e-03  -7.58640589e-03   4.53806552e+03   3.32951686e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1500   4.87069664e+01   1.02194799e+00  -7.50172488e-03  -5.17807567e-03   6.59598375e+03   3.34268322e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1502   4.87069664e+01   1.04419210e+00   1.52691713e-02  -1.14222154e-02   4.51157420e+03   4.30056461e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1503   4.87069664e+01   1.00801816e+00  -1.23569959e-02   4.17290351e-03   5.45348906e+03   4.33458537e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1504   4.87069664e+01   9.94282253e-01  -9.47788063e-03   8.32122763e-03   1.12528108e+03   1.71897196e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1506   4.87069664e+01   9.93612081e-01  -3.10415555e-02  -4.00956071e-03   1.57425967e+03   1.27379307e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1507   4.87069664e+01   9.97234434e-01  -1.34632138e-02  -1.41376016e-02   5.06593732e+02   2.90194270e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1508   4.87069664e+01   9.87555557e-01  -8.32839496e-03  -6.29910118e-03   5.33520044e+03   2.11984533e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1509   4.87069664e+01   9.72627943e-01  -1.70653352e-02   1.07572714e-02   2.13352770e+03   2.88411979e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1510   4.87069664e+01   1.03118858e+00  -3.90675997e-03   3.43399985e-03   5.19245302e+03   1.73742224e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1511   4.87069664e+01   1.08251718e+00   5.30616523e-03   2.61384351e-02   4.91761905e+03   1.44595277e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1512   4.87069664e+01   1.04735020e+00  -9.34993898e-04  -2.64831845e-03   3.50505531e+03   4.01600106e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1514   4.87069664e+01   9.67541233e-01   9.26670868e-03  -1.43927347e-02   3.03647384e+03  -1.35437174e+01   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1515   4.87069664e+01   1.03090715e+00   1.70760503e-02  -1.13945116e-02   4.45799998e+03   3.49675955e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1516   4.87069664e+01   9.89248356e-01  -2.54071838e-03  -1.22101240e-04   5.64118454e+03   3.89719164e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1517   4.87069664e+01   9.79022397e-01   2.36163468e-04  -1.45739954e-02   5.98912767e+03   2.76028226e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1520   4.87069664e+01   1.08056847e+00   5.30355850e-03   2.10923185e-02   5.04275316e+03   1.42132255e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1521   4.87069664e+01   9.35027253e-01  -1.01013639e-02   4.61274110e-03   1.10138794e+03   2.98088083e+02   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1522   4.87069664e+01   1.05504177e+00  -7.96091992e-03   8.53690008e-03   3.65799343e+03   3.24559813e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1523   4.87069664e+01   9.85534852e-01   4.19471598e-03  -3.44748647e-03   5.90636361e+03   5.98483465e+02   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1525   4.87069664e+01   1.01109781e+00   2.63058124e-03   8.23760109e-03   2.65480316e+03   4.03874079e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1526   4.87069664e+01   1.01031530e+00  -2.23094635e-02  -5.06635439e-03   1.25677419e+03   4.43866348e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1528   4.87069664e+01   9.80867355e-01   5.65274893e-03   6.39868315e-03   1.72325903e+03   5.57670538e+02   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1530   4.87069664e+01   1.01231661e+00  -1.14827344e-02  -6.32880051e-03   2.78661190e+02   4.35169835e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1531   4.87069664e+01   1.07169447e+00   8.77740898e-03   1.27829342e-02   4.18579247e+03   2.23580486e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1532   4.87069664e+01   1.01022518e+00  -1.69132963e-03  -1.03730314e-02   4.23300568e+03   1.19478795e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1535   4.87069664e+01   1.05302694e+00   1.47022936e-03  -5.01350510e-03   4.08722493e+03   3.31998138e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1538   4.87069664e+01   1.01221237e+00  -3.80927504e-03   7.82779978e-03   3.19863477e+03   3.48380349e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1539   4.87069664e+01   1.01831278e+00  -1.83511050e-02  -1.57333316e-02   3.64907629e+01   3.88818473e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1540   4.87069664e+01   1.02285281e+00  -7.41142281e-03   1.32662299e-03   2.88178656e+03   1.22329810e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1542   4.87069664e+01   1.00453353e+00  -6.72687097e-03   9.16259927e-03   2.38255978e+03   2.86850047e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1543   4.87069664e+01   9.73231665e-01  -1.19137957e-02  -7.55028028e-04   3.67519440e+02   1.82400800e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1544   4.87069664e+01   9.83656152e-01  -1.18084061e-02  -1.28819974e-02   3.55099432e+02   2.53197748e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1546   4.87069664e+01   1.02134409e+00  -2.45094635e-02  -9.62806422e-03   1.90269060e+03   1.51485304e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1547   4.87069664e+01   1.02011453e+00  -2.11399085e-02  -1.60838929e-02   7.99969381e+01   3.84902363e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1549   4.87069664e+01   1.05680466e+00  -9.51219024e-03  -1.21859271e-02   2.22367018e+03   1.72537155e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1550   4.87069664e+01   1.02884396e+00  -6.93979694e-03   8.41202260e-03   5.61544209e+03   2.23805517e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1551   4.87069664e+01   1.02442138e+00  -4.58421006e-03   5.30388969e-03   3.52270737e+03   2.59883534e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1552   4.87069664e+01   9.84693513e-01   9.42471024e-03  -8.35410902e-03   4.71036903e+03   5.71120142e+02   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1555   4.87069664e+01   1.02387175e+00  -7.58585491e-03   1.51830094e-03   5.25536924e+03   2.54136841e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1557   4.87069664e+01   1.00513738e+00  -5.49670149e-03  -1.69939443e-02   5.96292088e+03   3.19052414e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1559   4.87069664e+01   9.66701052e-01   7.92553145e-03  -8.26083929e-03   4.55566687e+03   7.14956252e+02   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1562   4.87069664e+01   1.01108480e+00  -7.34068792e-03  -8.15806342e-03   6.19717407e+03   1.08455124e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1563   4.87069664e+01   9.90556238e-01   1.46090600e-02  -6.68650149e-03   4.07070073e+03   9.31086449e+02   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1564   4.87069664e+01   1.04921609e+00  -7.22266393e-03  -2.00725280e-03   9.16007979e+02   3.35984120e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1565   4.87069664e+01   1.00191847e+00  -2.47938323e-02   1.26512728e-03   1.08870660e+03   1.09033738e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1569   4.87069664e+01   1.02309029e+00  -1.53707567e-02   4.71131935e-03   6.32149072e+03   4.01231350e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1570   4.87069664e+01   1.02720138e+00   1.20730318e-02  -1.77306881e-03   2.65055149e+03   2.48042699e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1573   4.87069664e+01   9.88483859e-01  -1.33179023e-02  -1.01487551e-02   6.41027868e+03   2.11636512e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1575   4.87069664e+01   9.72413001e-01   4.16792823e-03   1.02938626e-02   1.60585643e+03   4.55347910e+02   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1577   4.87069664e+01   1.00145545e+00  -3.61152323e-03   2.72981471e-03   2.81641456e+03   4.06480675e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1578   4.87069664e+01   1.02682917e+00  -2.16699717e-03  -8.37459618e-03   5.22872170e+03   3.48768425e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1579   4.87069664e+01   1.00487296e+00   2.36665525e-02  -3.45509856e-03   2.01490921e+03   4.05975729e+02   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1583   4.87069664e+01   1.00337551e+00  -1.34553285e-02   5.22219887e-03   1.81112858e+01   1.58368497e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1584   4.87069664e+01   9.99009987e-01  -1.24114909e-02   4.46039516e-03   1.95851035e+03   1.86296957e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1585   4.87069664e+01   1.01821181e+00  -8.33408041e-03   3.85256882e-03   5.56650660e+03   2.18429694e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1586   4.87069664e+01   9.83546670e-01   9.25986684e-04  -1.10096874e-03   1.03483473e+03   2.65714148e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1588   4.87069664e+01   1.00060429e+00  -2.26323462e-02  -7.94172569e-03   1.80510490e+03   1.26193687e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1592   4.87069664e+01   9.86445726e-01  -1.00643580e-02  -1.42968922e-02   2.63289678e+02   2.73292804e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1595   4.87069664e+01   1.05408905e+00  -9.66699993e-03   2.13506055e-03   1.05870874e+03   3.41905563e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1597   4.87069664e+01   1.00179807e+00  -2.36974496e-02   5.87676629e-03   1.44811408e+03   3.54703009e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1598   4.87069664e+01   1.04937781e+00  -7.24702573e-03  -2.37245045e-03   9.52343452e+02   3.32421560e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1599   4.87069664e+01   1.02710949e+00  -2.06845871e-02   6.47779636e-03   3.27250749e+02   1.33074688e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1600   4.87069664e+01   1.01268424e+00   1.90492990e-03  -3.67249315e-03   4.65505496e+03   3.32177853e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1601   4.87069664e+01   1.00988822e+00   3.34366379e-03  -8.69940975e-03   3.19552611e+03   4.35788816e+02   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1603   4.87069664e+01   9.69138507e-01  -1.91157192e-03   8.14803613e-03   2.06880264e+03   2.23387032e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1604   4.87069664e+01   9.94960162e-01  -2.22930635e-02  -3.95947832e-03   8.76022339e+02   1.47570002e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1606   4.87069664e+01   1.00851942e+00  -3.15282465e-03  -7.06027342e-03   3.26672588e+03   1.18193058e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1607   4.87069664e+01   1.02413561e+00  -7.04206750e-03   3.47759901e-03   6.02801682e+03   2.22349584e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1611   4.87069664e+01   1.00785952e+00   1.97823265e-02  -4.21127180e-04   1.90675546e+03   5.15727249e+01   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1613   4.87069664e+01   1.00826795e+00  -1.00464461e-02   2.92292882e-03   5.34253498e+03   2.36002013e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1614   4.87069664e+01   9.99408131e-01   1.60501288e-02  -5.22004444e-03   1.95189408e+03   5.96644349e+02   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1615   4.87069664e+01   1.01818348e+00   6.34687917e-04  -1.82715767e-03   4.85028285e+03   3.26022895e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1616   4.87069664e+01   1.03314362e+00   2.65957242e-03  -5.34094748e-03   5.01198935e+03   2.84413045e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1617   4.87069664e+01   1.04852866e+00   1.02510435e-02  -4.69516813e-04   4.58171136e+03   2.47382084e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1618   4.87069664e+01   1.03134649e+00   4.13308431e-03  -3.49256031e-03   4.50817458e+03   3.16522094e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1619   4.87069664e+01   1.01524602e+00  -1.04907518e-02  -2.20399929e-03   2.91008485e+02   9.54455643e+02   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1620   4.87069664e+01   1.04299754e+00  -1.15639780e-02   9.20995057e-03   3.42599826e+03   3.15597011e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1622   4.87069664e+01   1.07130393e+00   1.18281327e-02   8.12843599e-03   4.44521969e+03   2.25807395e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1627   4.87069664e+01   1.04441986e+00  -7.44414938e-03  -3.69470959e-03   3.58463946e+03   4.22089789e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1628   4.87069664e+01   9.90546645e-01   1.91844244e-02  -4.76488418e-03   3.70414793e+03  -6.16913690e+00   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1630   4.87069664e+01   1.03189628e+00   1.69261982e-02  -1.23400553e-02   4.43967740e+03   3.48162345e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1631   4.87069664e+01   9.91867096e-01   5.56934138e-03  -2.43447497e-04   6.29285184e+03   5.05174666e+02   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1634   4.87069664e+01   1.02165489e+00   1.55168235e-02   1.10979773e-02   4.76128719e+03   9.56704107e+02   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1635   4.87069664e+01   1.07459300e+00   3.12380772e-04   1.57471172e-02   4.50579376e+03   1.57305728e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
            1636   4.87069664e+01   1.02582705e+00  -9.29051390e-03   7.20755747e-04   3.28481174e+03   2.82710223e+03   7.00000000e+14   4.00000000e+00   2.50000000e-01
